Country,Year,Indicator,Subindicator_Type,subindex
United Arab Emirates,2012,Political_Empowerment_subindex,Rank,81
Argentina,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6075
Argentina,2012,Economic_Participation_and_Opportunity_Subindex,Rank,92
Argentina,2012,Educational_Attainment_Subindex,Index,0.9962
Argentina,2012,Educational_Attainment_Subindex,Rank,41
Argentina,2012,Health_and_Survival_Subindex,Index,0.9796
Argentina,2012,Health_and_Survival_Subindex,Rank,1
Argentina,2012,Political_Empowerment_subindex,Index,0.3018
Argentina,2012,Political_Empowerment_subindex,Rank,24
Armenia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6446
Armenia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,76
Armenia,2012,Educational_Attainment_Subindex,Index,0.9995
Armenia,2012,Educational_Attainment_Subindex,Rank,25
Armenia,2012,Health_and_Survival_Subindex,Index,0.9441
Armenia,2012,Health_and_Survival_Subindex,Rank,130
Armenia,2012,Political_Empowerment_subindex,Index,0.0662
Armenia,2012,Political_Empowerment_subindex,Rank,114
Australia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7593
Australia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,22
Australia,2012,Educational_Attainment_Subindex,Index,1
Australia,2012,Educational_Attainment_Subindex,Rank,1
Australia,2012,Health_and_Survival_Subindex,Index,0.9735
Australia,2012,Health_and_Survival_Subindex,Rank,73
Australia,2012,Political_Empowerment_subindex,Index,0.1847
Australia,2012,Political_Empowerment_subindex,Rank,42
Austria,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6515
Austria,2012,Economic_Participation_and_Opportunity_Subindex,Rank,70
Austria,2012,Educational_Attainment_Subindex,Index,0.9946
Austria,2012,Educational_Attainment_Subindex,Rank,49
Austria,2012,Health_and_Survival_Subindex,Index,0.9787
Austria,2012,Health_and_Survival_Subindex,Rank,50
Austria,2012,Political_Empowerment_subindex,Index,0.3318
Austria,2012,Political_Empowerment_subindex,Rank,18
Azerbaijan,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6489
Azerbaijan,2012,Economic_Participation_and_Opportunity_Subindex,Rank,74
Azerbaijan,2012,Educational_Attainment_Subindex,Index,0.983
Azerbaijan,2012,Educational_Attainment_Subindex,Rank,84
Azerbaijan,2012,Health_and_Survival_Subindex,Index,0.92
Azerbaijan,2012,Health_and_Survival_Subindex,Rank,135
Azerbaijan,2012,Political_Empowerment_subindex,Index,0.0663
Azerbaijan,2012,Political_Empowerment_subindex,Rank,113
Burundi,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.8322
Burundi,2012,Economic_Participation_and_Opportunity_Subindex,Rank,3
Burundi,2012,Educational_Attainment_Subindex,Index,0.8644
Burundi,2012,Educational_Attainment_Subindex,Rank,117
Burundi,2012,Health_and_Survival_Subindex,Index,0.9685
Burundi,2012,Health_and_Survival_Subindex,Rank,100
Burundi,2012,Political_Empowerment_subindex,Index,0.2702
Burundi,2012,Political_Empowerment_subindex,Rank,30
Belgium,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7241
Belgium,2012,Economic_Participation_and_Opportunity_Subindex,Rank,36
Belgium,2012,Educational_Attainment_Subindex,Index,0.9918
Belgium,2012,Educational_Attainment_Subindex,Rank,67
Belgium,2012,Health_and_Survival_Subindex,Index,0.9787
Belgium,2012,Health_and_Survival_Subindex,Rank,50
Belgium,2012,Political_Empowerment_subindex,Index,0.3664
Belgium,2012,Political_Empowerment_subindex,Rank,10
Benin,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7591
Benin,2012,Economic_Participation_and_Opportunity_Subindex,Rank,23
Benin,2012,Educational_Attainment_Subindex,Index,0.6446
Benin,2012,Educational_Attainment_Subindex,Rank,134
Benin,2012,Health_and_Survival_Subindex,Index,0.9612
Benin,2012,Health_and_Survival_Subindex,Rank,111
Benin,2012,Political_Empowerment_subindex,Index,0.1383
Benin,2012,Political_Empowerment_subindex,Rank,69
Burkina Faso,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7376
Burkina Faso,2012,Economic_Participation_and_Opportunity_Subindex,Rank,32
Burkina Faso,2012,Educational_Attainment_Subindex,Index,0.7864
Burkina Faso,2012,Educational_Attainment_Subindex,Rank,125
Burkina Faso,2012,Health_and_Survival_Subindex,Index,0.9685
Burkina Faso,2012,Health_and_Survival_Subindex,Rank,100
Burkina Faso,2012,Political_Empowerment_subindex,Index,0.0897
Burkina Faso,2012,Political_Empowerment_subindex,Rank,94
Bangladesh,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.4799
Bangladesh,2012,Economic_Participation_and_Opportunity_Subindex,Rank,121
Bangladesh,2012,Educational_Attainment_Subindex,Index,0.8575
Bangladesh,2012,Educational_Attainment_Subindex,Rank,118
Bangladesh,2012,Health_and_Survival_Subindex,Index,0.9557
Bangladesh,2012,Health_and_Survival_Subindex,Rank,123
Bangladesh,2012,Political_Empowerment_subindex,Index,0.3804
Bangladesh,2012,Political_Empowerment_subindex,Rank,8
Bulgaria,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.696
Bulgaria,2012,Economic_Participation_and_Opportunity_Subindex,Rank,50
Bulgaria,2012,Educational_Attainment_Subindex,Index,0.9924
Bulgaria,2012,Educational_Attainment_Subindex,Rank,64
Bulgaria,2012,Health_and_Survival_Subindex,Index,0.9791
Bulgaria,2012,Health_and_Survival_Subindex,Rank,34
Bulgaria,2012,Political_Empowerment_subindex,Index,0.1409
Bulgaria,2012,Political_Empowerment_subindex,Rank,67
Bahrain,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.4967
Bahrain,2012,Economic_Participation_and_Opportunity_Subindex,Rank,118
Bahrain,2012,Educational_Attainment_Subindex,Index,0.9947
Bahrain,2012,Educational_Attainment_Subindex,Rank,47
Bahrain,2012,Health_and_Survival_Subindex,Index,0.9612
Bahrain,2012,Health_and_Survival_Subindex,Rank,111
Bahrain,2012,Political_Empowerment_subindex,Index,0.0667
Bahrain,2012,Political_Empowerment_subindex,Rank,112
Bahamas,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.8359
Bahamas,2012,Economic_Participation_and_Opportunity_Subindex,Rank,2
Bahamas,2012,Educational_Attainment_Subindex,Index,1
Bahamas,2012,Educational_Attainment_Subindex,Rank,1
Bahamas,2012,Health_and_Survival_Subindex,Index,0.9796
Bahamas,2012,Health_and_Survival_Subindex,Rank,1
Bahamas,2012,Political_Empowerment_subindex,Index,0.0471
Bahamas,2012,Political_Empowerment_subindex,Rank,122
Belize,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6414
Belize,2012,Economic_Participation_and_Opportunity_Subindex,Rank,77
Belize,2012,Educational_Attainment_Subindex,Index,0.955
Belize,2012,Educational_Attainment_Subindex,Rank,100
Belize,2012,Health_and_Survival_Subindex,Index,0.9796
Belize,2012,Health_and_Survival_Subindex,Rank,1
Belize,2012,Political_Empowerment_subindex,Index,0.0099
Belize,2012,Political_Empowerment_subindex,Rank,131
Bolivia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6365
Bolivia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,79
Bolivia,2012,Educational_Attainment_Subindex,Index,0.9629
Bolivia,2012,Educational_Attainment_Subindex,Rank,98
Bolivia,2012,Health_and_Survival_Subindex,Index,0.9719
Bolivia,2012,Health_and_Survival_Subindex,Rank,84
Bolivia,2012,Political_Empowerment_subindex,Index,0.3175
Bolivia,2012,Political_Empowerment_subindex,Rank,20
Brazil,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6499
Brazil,2012,Economic_Participation_and_Opportunity_Subindex,Rank,73
Brazil,2012,Educational_Attainment_Subindex,Index,1
Brazil,2012,Educational_Attainment_Subindex,Rank,1
Brazil,2012,Health_and_Survival_Subindex,Index,0.9796
Brazil,2012,Health_and_Survival_Subindex,Rank,1
Brazil,2012,Political_Empowerment_subindex,Index,0.1344
Brazil,2012,Political_Empowerment_subindex,Rank,72
Barbados,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7905
Barbados,2012,Economic_Participation_and_Opportunity_Subindex,Rank,11
Barbados,2012,Educational_Attainment_Subindex,Index,1
Barbados,2012,Educational_Attainment_Subindex,Rank,1
Barbados,2012,Health_and_Survival_Subindex,Index,0.9796
Barbados,2012,Health_and_Survival_Subindex,Rank,1
Barbados,2012,Political_Empowerment_subindex,Index,0.1226
Barbados,2012,Political_Empowerment_subindex,Rank,79
Brunei Darussalam,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7403
Brunei Darussalam,2012,Economic_Participation_and_Opportunity_Subindex,Rank,30
Brunei Darussalam,2012,Educational_Attainment_Subindex,Index,0.9937
Brunei Darussalam,2012,Educational_Attainment_Subindex,Rank,56
Brunei Darussalam,2012,Health_and_Survival_Subindex,Index,0.9658
Brunei Darussalam,2012,Health_and_Survival_Subindex,Rank,109
Brunei Darussalam,2012,Political_Empowerment_subindex,Index,0
Brunei Darussalam,2012,Political_Empowerment_subindex,Rank,133
Botswana,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7076
Botswana,2012,Economic_Participation_and_Opportunity_Subindex,Rank,45
Botswana,2012,Educational_Attainment_Subindex,Index,1
Botswana,2012,Educational_Attainment_Subindex,Rank,1
Botswana,2012,Health_and_Survival_Subindex,Index,0.9549
Botswana,2012,Health_and_Survival_Subindex,Rank,125
Botswana,2012,Political_Empowerment_subindex,Index,0.0353
Botswana,2012,Political_Empowerment_subindex,Rank,124
Canada,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7877
Canada,2012,Economic_Participation_and_Opportunity_Subindex,Rank,12
Canada,2012,Educational_Attainment_Subindex,Index,0.9909
Canada,2012,Educational_Attainment_Subindex,Rank,70
Canada,2012,Health_and_Survival_Subindex,Index,0.978
Canada,2012,Health_and_Survival_Subindex,Rank,52
Canada,2012,Political_Empowerment_subindex,Index,0.1959
Canada,2012,Political_Empowerment_subindex,Rank,38
Switzerland,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7518
Switzerland,2012,Economic_Participation_and_Opportunity_Subindex,Rank,28
Switzerland,2012,Educational_Attainment_Subindex,Index,0.9909
Switzerland,2012,Educational_Attainment_Subindex,Rank,71
Switzerland,2012,Health_and_Survival_Subindex,Index,0.9738
Switzerland,2012,Health_and_Survival_Subindex,Rank,68
Switzerland,2012,Political_Empowerment_subindex,Index,0.3525
Switzerland,2012,Political_Empowerment_subindex,Rank,13
Chile,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.5475
Chile,2012,Economic_Participation_and_Opportunity_Subindex,Rank,110
Chile,2012,Educational_Attainment_Subindex,Index,0.9986
Chile,2012,Educational_Attainment_Subindex,Rank,32
Chile,2012,Health_and_Survival_Subindex,Index,0.9796
Chile,2012,Health_and_Survival_Subindex,Rank,1
Chile,2012,Political_Empowerment_subindex,Index,0.1448
Chile,2012,Political_Empowerment_subindex,Rank,64
China,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6753
China,2012,Economic_Participation_and_Opportunity_Subindex,Rank,58
China,2012,Educational_Attainment_Subindex,Index,0.9819
China,2012,Educational_Attainment_Subindex,Rank,85
China,2012,Health_and_Survival_Subindex,Index,0.9344
China,2012,Health_and_Survival_Subindex,Rank,132
China,2012,Political_Empowerment_subindex,Index,0.1496
China,2012,Political_Empowerment_subindex,Rank,58
Cote d'Ivoire,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.5468
Cote d'Ivoire,2012,Economic_Participation_and_Opportunity_Subindex,Rank,111
Cote d'Ivoire,2012,Educational_Attainment_Subindex,Index,0.7095
Cote d'Ivoire,2012,Educational_Attainment_Subindex,Rank,131
Cote d'Ivoire,2012,Health_and_Survival_Subindex,Index,0.9796
Cote d'Ivoire,2012,Health_and_Survival_Subindex,Rank,1
Cote d'Ivoire,2012,Political_Empowerment_subindex,Index,0.0782
Cote d'Ivoire,2012,Political_Empowerment_subindex,Rank,104
Cameroon,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6834
Cameroon,2012,Economic_Participation_and_Opportunity_Subindex,Rank,52
Cameroon,2012,Educational_Attainment_Subindex,Index,0.7816
Cameroon,2012,Educational_Attainment_Subindex,Rank,126
Cameroon,2012,Health_and_Survival_Subindex,Index,0.9612
Cameroon,2012,Health_and_Survival_Subindex,Rank,111
Cameroon,2012,Political_Empowerment_subindex,Index,0.0902
Cameroon,2012,Political_Empowerment_subindex,Rank,92
Colombia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6207
Colombia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,86
Colombia,2012,Educational_Attainment_Subindex,Index,0.9944
Colombia,2012,Educational_Attainment_Subindex,Rank,51
Colombia,2012,Health_and_Survival_Subindex,Index,0.9791
Colombia,2012,Health_and_Survival_Subindex,Rank,34
Colombia,2012,Political_Empowerment_subindex,Index,0.1662
Colombia,2012,Political_Empowerment_subindex,Rank,51
Cabo Verde,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6231
Cabo Verde,2012,Economic_Participation_and_Opportunity_Subindex,Rank,84
Cabo Verde,2012,Educational_Attainment_Subindex,Index,0.9681
Cabo Verde,2012,Educational_Attainment_Subindex,Rank,97
Cabo Verde,2012,Health_and_Survival_Subindex,Index,0.9796
Cabo Verde,2012,Health_and_Survival_Subindex,Rank,1
Cabo Verde,2012,Political_Empowerment_subindex,Index,0.3011
Cabo Verde,2012,Political_Empowerment_subindex,Rank,25
Costa Rica,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.5987
Costa Rica,2012,Economic_Participation_and_Opportunity_Subindex,Rank,99
Costa Rica,2012,Educational_Attainment_Subindex,Index,1
Costa Rica,2012,Educational_Attainment_Subindex,Rank,1
Costa Rica,2012,Health_and_Survival_Subindex,Index,0.9747
Costa Rica,2012,Health_and_Survival_Subindex,Rank,65
Costa Rica,2012,Political_Empowerment_subindex,Index,0.3164
Costa Rica,2012,Political_Empowerment_subindex,Rank,21
Cuba,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6655
Cuba,2012,Economic_Participation_and_Opportunity_Subindex,Rank,64
Cuba,2012,Educational_Attainment_Subindex,Index,0.9995
Cuba,2012,Educational_Attainment_Subindex,Rank,24
Cuba,2012,Health_and_Survival_Subindex,Index,0.9743
Cuba,2012,Health_and_Survival_Subindex,Rank,66
Cuba,2012,Political_Empowerment_subindex,Index,0.3276
Cuba,2012,Political_Empowerment_subindex,Rank,19
Cyprus,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6149
Cyprus,2012,Economic_Participation_and_Opportunity_Subindex,Rank,87
Cyprus,2012,Educational_Attainment_Subindex,Index,0.978
Cyprus,2012,Educational_Attainment_Subindex,Rank,90
Cyprus,2012,Health_and_Survival_Subindex,Index,0.9701
Cyprus,2012,Health_and_Survival_Subindex,Rank,92
Cyprus,2012,Political_Empowerment_subindex,Index,0.1298
Cyprus,2012,Political_Empowerment_subindex,Rank,74
Czech Republic,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6026
Czech Republic,2012,Economic_Participation_and_Opportunity_Subindex,Rank,95
Czech Republic,2012,Educational_Attainment_Subindex,Index,1
Czech Republic,2012,Educational_Attainment_Subindex,Rank,1
Czech Republic,2012,Health_and_Survival_Subindex,Index,0.9788
Czech Republic,2012,Health_and_Survival_Subindex,Rank,49
Czech Republic,2012,Political_Empowerment_subindex,Index,0.1254
Czech Republic,2012,Political_Empowerment_subindex,Rank,76
Germany,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7399
Germany,2012,Economic_Participation_and_Opportunity_Subindex,Rank,31
Germany,2012,Educational_Attainment_Subindex,Index,0.9848
Germany,2012,Educational_Attainment_Subindex,Rank,83
Germany,2012,Health_and_Survival_Subindex,Index,0.978
Germany,2012,Health_and_Survival_Subindex,Rank,52
Germany,2012,Political_Empowerment_subindex,Index,0.3488
Germany,2012,Political_Empowerment_subindex,Rank,15
Denmark,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7724
Denmark,2012,Economic_Participation_and_Opportunity_Subindex,Rank,16
Denmark,2012,Educational_Attainment_Subindex,Index,1
Denmark,2012,Educational_Attainment_Subindex,Rank,1
Denmark,2012,Health_and_Survival_Subindex,Index,0.9739
Denmark,2012,Health_and_Survival_Subindex,Rank,67
Denmark,2012,Political_Empowerment_subindex,Index,0.3645
Denmark,2012,Political_Empowerment_subindex,Rank,11
Dominican Republic,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6052
Dominican Republic,2012,Economic_Participation_and_Opportunity_Subindex,Rank,93
Dominican Republic,2012,Educational_Attainment_Subindex,Index,0.9688
Dominican Republic,2012,Educational_Attainment_Subindex,Rank,94
Dominican Republic,2012,Health_and_Survival_Subindex,Index,0.9711
Dominican Republic,2012,Health_and_Survival_Subindex,Rank,89
Dominican Republic,2012,Political_Empowerment_subindex,Index,0.1184
Dominican Republic,2012,Political_Empowerment_subindex,Rank,84
Algeria,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.3776
Algeria,2012,Economic_Participation_and_Opportunity_Subindex,Rank,131
Algeria,2012,Educational_Attainment_Subindex,Index,0.9499
Algeria,2012,Educational_Attainment_Subindex,Rank,103
Algeria,2012,Health_and_Survival_Subindex,Index,0.9661
Algeria,2012,Health_and_Survival_Subindex,Rank,108
Algeria,2012,Political_Empowerment_subindex,Index,0.1511
Algeria,2012,Political_Empowerment_subindex,Rank,57
Ecuador,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.5997
Ecuador,2012,Economic_Participation_and_Opportunity_Subindex,Rank,97
Ecuador,2012,Educational_Attainment_Subindex,Index,0.9942
Ecuador,2012,Educational_Attainment_Subindex,Rank,54
Ecuador,2012,Health_and_Survival_Subindex,Index,0.9758
Ecuador,2012,Health_and_Survival_Subindex,Rank,58
Ecuador,2012,Political_Empowerment_subindex,Index,0.3126
Ecuador,2012,Political_Empowerment_subindex,Rank,23
Egypt,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.4536
Egypt,2012,Economic_Participation_and_Opportunity_Subindex,Rank,124
Egypt,2012,Educational_Attainment_Subindex,Index,0.9248
Egypt,2012,Educational_Attainment_Subindex,Rank,110
Egypt,2012,Health_and_Survival_Subindex,Index,0.9768
Egypt,2012,Health_and_Survival_Subindex,Rank,54
Egypt,2012,Political_Empowerment_subindex,Index,0.0348
Egypt,2012,Political_Empowerment_subindex,Rank,125
Spain,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6462
Spain,2012,Economic_Participation_and_Opportunity_Subindex,Rank,75
Spain,2012,Educational_Attainment_Subindex,Index,0.9971
Spain,2012,Educational_Attainment_Subindex,Rank,38
Spain,2012,Health_and_Survival_Subindex,Index,0.9791
Spain,2012,Health_and_Survival_Subindex,Rank,34
Spain,2012,Political_Empowerment_subindex,Index,0.2841
Spain,2012,Political_Empowerment_subindex,Rank,27
Estonia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7193
Estonia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,40
Estonia,2012,Educational_Attainment_Subindex,Index,0.9936
Estonia,2012,Educational_Attainment_Subindex,Rank,58
Estonia,2012,Health_and_Survival_Subindex,Index,0.9791
Estonia,2012,Health_and_Survival_Subindex,Rank,34
Estonia,2012,Political_Empowerment_subindex,Index,0.0989
Estonia,2012,Political_Empowerment_subindex,Rank,87
Ethiopia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6219
Ethiopia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,85
Ethiopia,2012,Educational_Attainment_Subindex,Index,0.7386
Ethiopia,2012,Educational_Attainment_Subindex,Rank,130
Ethiopia,2012,Health_and_Survival_Subindex,Index,0.9737
Ethiopia,2012,Health_and_Survival_Subindex,Rank,72
Ethiopia,2012,Political_Empowerment_subindex,Index,0.1457
Ethiopia,2012,Political_Empowerment_subindex,Rank,62
Finland,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7847
Finland,2012,Economic_Participation_and_Opportunity_Subindex,Rank,14
Finland,2012,Educational_Attainment_Subindex,Index,1
Finland,2012,Educational_Attainment_Subindex,Rank,1
Finland,2012,Health_and_Survival_Subindex,Index,0.9796
Finland,2012,Health_and_Survival_Subindex,Rank,1
Finland,2012,Political_Empowerment_subindex,Index,0.6162
Finland,2012,Political_Empowerment_subindex,Rank,2
Fiji,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.4974
Fiji,2012,Economic_Participation_and_Opportunity_Subindex,Rank,117
Fiji,2012,Educational_Attainment_Subindex,Index,0.9925
Fiji,2012,Educational_Attainment_Subindex,Rank,63
Fiji,2012,Health_and_Survival_Subindex,Index,0.9796
Fiji,2012,Health_and_Survival_Subindex,Rank,1
Fiji,2012,Political_Empowerment_subindex,Index,0.0448
Fiji,2012,Political_Empowerment_subindex,Rank,123
France,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6687
France,2012,Economic_Participation_and_Opportunity_Subindex,Rank,62
France,2012,Educational_Attainment_Subindex,Index,1
France,2012,Educational_Attainment_Subindex,Rank,1
France,2012,Health_and_Survival_Subindex,Index,0.9796
France,2012,Health_and_Survival_Subindex,Rank,1
France,2012,Political_Empowerment_subindex,Index,0.1452
France,2012,Political_Empowerment_subindex,Rank,63
United Kingdom,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7305
United Kingdom,2012,Economic_Participation_and_Opportunity_Subindex,Rank,33
United Kingdom,2012,Educational_Attainment_Subindex,Index,0.9993
United Kingdom,2012,Educational_Attainment_Subindex,Rank,27
United Kingdom,2012,Health_and_Survival_Subindex,Index,0.9698
United Kingdom,2012,Health_and_Survival_Subindex,Rank,93
United Kingdom,2012,Political_Empowerment_subindex,Index,0.2737
United Kingdom,2012,Political_Empowerment_subindex,Rank,29
Georgia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6766
Georgia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,57
Georgia,2012,Educational_Attainment_Subindex,Index,0.979
Georgia,2012,Educational_Attainment_Subindex,Rank,89
Georgia,2012,Health_and_Survival_Subindex,Index,0.9497
Georgia,2012,Health_and_Survival_Subindex,Rank,129
Georgia,2012,Political_Empowerment_subindex,Index,0.0711
Georgia,2012,Political_Empowerment_subindex,Rank,109
Ghana,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7543
Ghana,2012,Economic_Participation_and_Opportunity_Subindex,Rank,26
Ghana,2012,Educational_Attainment_Subindex,Index,0.9055
Ghana,2012,Educational_Attainment_Subindex,Rank,113
Ghana,2012,Health_and_Survival_Subindex,Index,0.9674
Ghana,2012,Health_and_Survival_Subindex,Rank,105
Ghana,2012,Political_Empowerment_subindex,Index,0.0839
Ghana,2012,Political_Empowerment_subindex,Rank,100
Gambia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7716
Gambia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,18
Gambia,2012,Educational_Attainment_Subindex,Index,0.7634
Gambia,2012,Educational_Attainment_Subindex,Rank,127
Gambia,2012,Health_and_Survival_Subindex,Index,0.9796
Gambia,2012,Health_and_Survival_Subindex,Rank,1
Gambia,2012,Political_Empowerment_subindex,Index,0.1375
Gambia,2012,Political_Empowerment_subindex,Rank,70
Greece,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6329
Greece,2012,Economic_Participation_and_Opportunity_Subindex,Rank,80
Greece,2012,Educational_Attainment_Subindex,Index,0.994
Greece,2012,Educational_Attainment_Subindex,Rank,55
Greece,2012,Health_and_Survival_Subindex,Index,0.9737
Greece,2012,Health_and_Survival_Subindex,Rank,69
Greece,2012,Political_Empowerment_subindex,Index,0.0858
Greece,2012,Political_Empowerment_subindex,Rank,99
Guatemala,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.5259
Guatemala,2012,Economic_Participation_and_Opportunity_Subindex,Rank,114
Guatemala,2012,Educational_Attainment_Subindex,Index,0.9511
Guatemala,2012,Educational_Attainment_Subindex,Rank,102
Guatemala,2012,Health_and_Survival_Subindex,Index,0.9796
Guatemala,2012,Health_and_Survival_Subindex,Rank,1
Guatemala,2012,Political_Empowerment_subindex,Index,0.0475
Guatemala,2012,Political_Empowerment_subindex,Rank,121
Guyana,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6029
Guyana,2012,Economic_Participation_and_Opportunity_Subindex,Rank,94
Guyana,2012,Educational_Attainment_Subindex,Index,0.999
Guyana,2012,Educational_Attainment_Subindex,Rank,28
Guyana,2012,Health_and_Survival_Subindex,Index,0.9789
Guyana,2012,Health_and_Survival_Subindex,Rank,47
Guyana,2012,Political_Empowerment_subindex,Index,0.2668
Guyana,2012,Political_Empowerment_subindex,Rank,32
Honduras,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6009
Honduras,2012,Economic_Participation_and_Opportunity_Subindex,Rank,96
Honduras,2012,Educational_Attainment_Subindex,Index,0.9999
Honduras,2012,Educational_Attainment_Subindex,Rank,21
Honduras,2012,Health_and_Survival_Subindex,Index,0.9762
Honduras,2012,Health_and_Survival_Subindex,Rank,55
Honduras,2012,Political_Empowerment_subindex,Index,0.128
Honduras,2012,Political_Empowerment_subindex,Rank,75
Croatia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6691
Croatia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,61
Croatia,2012,Educational_Attainment_Subindex,Index,0.995
Croatia,2012,Educational_Attainment_Subindex,Rank,46
Croatia,2012,Health_and_Survival_Subindex,Index,0.9791
Croatia,2012,Health_and_Survival_Subindex,Rank,34
Croatia,2012,Political_Empowerment_subindex,Index,0.1779
Croatia,2012,Political_Empowerment_subindex,Rank,47
Hungary,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.6591
Hungary,2012,Economic_Participation_and_Opportunity_Subindex,Rank,68
Hungary,2012,Educational_Attainment_Subindex,Index,0.9915
Hungary,2012,Educational_Attainment_Subindex,Rank,68
Hungary,2012,Health_and_Survival_Subindex,Index,0.9791
Hungary,2012,Health_and_Survival_Subindex,Rank,34
Hungary,2012,Political_Empowerment_subindex,Index,0.0574
Hungary,2012,Political_Empowerment_subindex,Rank,117
Indonesia,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.565
Indonesia,2012,Economic_Participation_and_Opportunity_Subindex,Rank,104
Indonesia,2012,Educational_Attainment_Subindex,Index,0.9734
Indonesia,2012,Educational_Attainment_Subindex,Rank,92
Indonesia,2012,Health_and_Survival_Subindex,Index,0.9663
Indonesia,2012,Health_and_Survival_Subindex,Rank,107
Indonesia,2012,Political_Empowerment_subindex,Index,0.1316
Indonesia,2012,Political_Empowerment_subindex,Rank,73
India,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.4588
India,2012,Economic_Participation_and_Opportunity_Subindex,Rank,123
India,2012,Educational_Attainment_Subindex,Index,0.8525
India,2012,Educational_Attainment_Subindex,Rank,121
India,2012,Health_and_Survival_Subindex,Index,0.9312
India,2012,Health_and_Survival_Subindex,Rank,134
India,2012,Political_Empowerment_subindex,Index,0.3343
India,2012,Political_Empowerment_subindex,Rank,17
Ireland,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.7514
Ireland,2012,Economic_Participation_and_Opportunity_Subindex,Rank,29
Ireland,2012,Educational_Attainment_Subindex,Index,0.9988
Ireland,2012,Educational_Attainment_Subindex,Rank,30
Ireland,2012,Health_and_Survival_Subindex,Index,0.9737
Ireland,2012,Health_and_Survival_Subindex,Rank,69
Ireland,2012,Political_Empowerment_subindex,Index,0.4115
Ireland,2012,Political_Empowerment_subindex,Rank,6
Iran,2012,Economic_Participation_and_Opportunity_Subindex,Index,0.4116
Iran,2012,Economic_Participation_and_Opportunity_Subindex,Rank,130
Iran,2012,Educational_Attainment_Subindex,Index,0.953
Iran,2012,Educational_Attainment_Subindex,Rank,101
